customer_id,risk_score,prediction,anomaly_score,actual_label,risk_category
SYNID0200021203,0.7954511546229884,1,-0.12126252608512067,,High
SYNID0200254778,0.7950652865059404,1,-0.12112273558981779,,High
SYNID0200374359,0.7931430632221526,1,-0.12042636153595931,,High
SYNID0200468718,0.7924318020112601,1,-0.12016868915369294,,High
SYNID0200179433,0.7905273843588178,1,-0.1194787656406151,,High
SYNID0200243992,0.7892944743257916,1,-0.11903211276475911,,High
SYNID0200428569,0.7879961447212592,1,-0.11856175999274865,,High
SYNID0200433479,0.7878475509171434,1,-0.11850792812491984,,High
SYNID0102006502,0.7865150398338879,1,-0.11802519224679153,,High
SYNID0200211336,0.7864208309996077,1,-0.1179910627112738,,High
SYNID0200640961,0.7833543476889064,1,-0.11688015149082787,,High
SYNID0200364216,0.7819473618773286,1,-0.11637043525671842,,High
SYNID0200729226,0.779582193091175,1,-0.11551359297956754,,High
SYNID0200212894,0.7785128650301305,1,-0.11512620181483935,,High
SYNID0200786655,0.7781228272180901,1,-0.11498490074195178,,High
SYNID0104896123,0.7772999578893223,1,-0.11468679549314809,,High
SYNID0108922938,0.7742859093954184,1,-0.11359488011269869,,High
SYNID0200822535,0.7723396828069473,1,-0.11288981025397238,,High
SYNID0200288623,0.7701489557706351,1,-0.1120961639174407,,High
SYNID0200388599,0.7676747448683446,1,-0.11119981837285153,,High
SYNID0200464614,0.7654098253054835,1,-0.11037929391507628,,High
SYNID0200230347,0.7652289377877227,1,-0.11031376283182603,,High
SYNID0200483286,0.7651592665706248,1,-0.11028852266940736,,High
SYNID0200639063,0.7644004747086385,1,-0.11001363110534046,,High
SYNID0200882624,0.7637836279529161,1,-0.10979016274996534,,High
SYNID0200554364,0.76092156841128,1,-0.10875330921572557,,High
SYNID0103534436,0.7602267658440738,1,-0.10850159939385551,,High
SYNID0200336596,0.7597519349755598,1,-0.10832957988936143,,High
SYNID0200165094,0.7577515862029797,1,-0.10760490289910696,,High
SYNID0200483480,0.7572960101777504,1,-0.10743985894911146,,High
SYNID0200780279,0.7554409351451249,1,-0.10676781104938182,,High
SYNID0200431387,0.7532727488652566,1,-0.10598233067258767,,High
SYNID0200567030,0.7532420370762276,1,-0.10597120454941156,,High
SYNID0200870113,0.7515466323618647,1,-0.10535700126520975,,High
SYNID0200760091,0.7497733762659095,1,-0.10471459434688535,,High
SYNID0200666780,0.7487036270902232,1,-0.10432705062271586,,High
SYNID0200938791,0.7448166169604392,1,-0.1029188827869103,,High
SYNID0200377956,0.7422491708715232,1,-0.10198876043531835,,High
SYNID0200353800,0.7420605535049813,1,-0.10192042901863296,,High
SYNID0200015561,0.7414725616819154,1,-0.10170741409319872,,High
SYNID0200373202,0.7378981015032221,1,-0.10041247539071496,,High
SYNID0200035208,0.7359404288923954,1,-0.09970325892058529,,High
SYNID0200474662,0.7356707545051724,1,-0.09960556254585284,,High
SYNID0100798047,0.735536023358467,1,-0.09955675277666343,,High
SYNID0200763026,0.7353154809578712,1,-0.09947685570807319,,High
SYNID0200221187,0.7344114844263862,1,-0.09914936007600295,,High
SYNID0101485997,0.7327306505600998,1,-0.09854043545044022,,High
SYNID0200713077,0.7323048513071491,1,-0.09838617889012902,,High
SYNID0200254629,0.7301077520392485,1,-0.0975902240513642,,High
SYNID0200809536,0.7281890490180796,1,-0.09689512530176991,,High
SYNID0200657278,0.7278540854644912,1,-0.09677377627344708,,High
SYNID0200042170,0.7269917926512666,1,-0.09646138886922473,,High
SYNID0200272812,0.7256026147250431,1,-0.09595812399246773,,High
SYNID0200868532,0.7254190278008256,1,-0.0958916149808815,,High
SYNID0200550469,0.7252663972498904,1,-0.09583632069930981,,High
SYNID0200173916,0.7252134322397924,1,-0.09581713278336601,,High
SYNID0200371176,0.7244055796469048,1,-0.0955244677273478,,High
SYNID0200103927,0.7244023191604029,1,-0.09552328653355935,,High
SYNID0200581632,0.7238224189401978,1,-0.095313202996135,,High
SYNID0200225121,0.7225991025425016,1,-0.09487002565758118,,High
SYNID0105646768,0.7192410980856528,1,-0.09365350352083823,,High
SYNID0200394255,0.7111607371215772,1,-0.09072618817269362,,High
SYNID0100473430,0.7110309152215493,1,-0.09067915690241168,,High
SYNID0200015031,0.7108204848221644,1,-0.09060292316228868,,High
SYNID0200284137,0.7104469268601843,1,-0.09046759233234336,,High
SYNID0200005059,0.7099248923427005,1,-0.09027847211084761,,High
SYNID0200721166,0.7092181001248705,1,-0.09002241873446981,,High
SYNID0200791566,0.7081720528626336,1,-0.08964346162856274,,High
SYNID0200369317,0.7073551843014751,1,-0.08934753030976061,,High
SYNID0200506992,0.7072922779804218,1,-0.08932474090221643,,High
SYNID0200039903,0.707271990177862,1,-0.0893173911320666,,High
SYNID0200522789,0.7069434042908456,1,-0.08919835257493736,,High
SYNID0200399100,0.7053106698448436,1,-0.08860685318221528,,High
SYNID0200717612,0.7052807788512575,1,-0.08859602441297032,,High
SYNID0109861268,0.7016447933228916,1,-0.08727879659479021,,High
SYNID0200959165,0.7003614555069682,1,-0.08681387497778459,,High
SYNID0200385704,0.7003551243833119,1,-0.08681158136794065,,High
SYNID0200206740,0.7003090318186196,1,-0.08679488316935036,,High
SYNID0200570129,0.699585052168805,1,-0.08653260321056278,,High
SYNID0200952615,0.698737897417099,1,-0.08622569995241036,,High
SYNID0200071595,0.6985807509855048,1,-0.0861687696787311,,High
SYNID0103491795,0.6976278937812808,1,-0.0858235730308442,,High
SYNID0200015063,0.697147453651606,1,-0.08564952142947213,,High
SYNID0200417241,0.6961346003021002,1,-0.08528258965889779,,High
SYNID0200685212,0.6946838116443464,1,-0.08475700473470471,,High
SYNID0200274762,0.693632569337238,1,-0.08437616559225813,,High
SYNID0200648249,0.6931361348583972,1,-0.08419631963293528,,High
SYNID0200905783,0.6924696203814322,1,-0.08395485788798918,,High
SYNID0200140376,0.6920880192714903,1,-0.08381661322404799,,High
SYNID0200746606,0.6919324028446092,1,-0.08376023723331472,,High
SYNID0200554508,0.6918368921571123,1,-0.08372563606850725,,High
SYNID0200253495,0.6907260578610265,1,-0.08332320821922745,,High
SYNID0200821735,0.690713716797785,1,-0.08331873735660145,,High
SYNID0200373751,0.6884214822317063,1,-0.08248831734731443,,High
SYNID0200954372,0.6875090819720691,1,-0.08215777725194473,,High
SYNID0200859953,0.6871175240839833,1,-0.0820159254930225,,High
SYNID0200034603,0.6868447129345305,1,-0.08191709274675185,,High
SYNID0200015834,0.6860598274978262,1,-0.08163274812457288,,High
SYNID0200332292,0.6859627030570583,1,-0.08159756233678395,,High
SYNID0200900408,0.6839926040484424,1,-0.08088384408942773,,High
SYNID0200349306,0.6821360854610178,1,-0.08021127322542232,,High
SYNID0200022981,0.6814441387411236,1,-0.07996059800654909,,High
SYNID0200924135,0.6810209186163632,1,-0.07980727580072644,,High
SYNID0200265491,0.6794277174675326,1,-0.07923009834585926,,High
SYNID0200164810,0.6785723170711063,1,-0.07892020789413312,,High
SYNID0200062147,0.6784484178497068,1,-0.07887532226414229,,High
SYNID0200903985,0.6772477548312912,1,-0.0784403516858001,,High
SYNID0200263267,0.6771815980647241,1,-0.07841638472206958,,High
SYNID0200155033,0.6766351534062786,1,-0.07821842130896328,,High
SYNID0200908516,0.6760250873532698,1,-0.07799740943482869,,High
SYNID0200117193,0.675499897673707,1,-0.07780714617598339,,High
SYNID0200668364,0.6752027500889728,1,-0.07769949693985101,,High
SYNID0200168049,0.6748186380946191,1,-0.07756034264445788,,High
SYNID0200173025,0.6747133427575309,1,-0.07752219674259575,,High
SYNID0102030722,0.6740452322392689,1,-0.0772801567912792,,High
SYNID0200341758,0.6739836572910956,1,-0.07725784970727012,,High
SYNID0200170062,0.6738915716863333,1,-0.07722448936540394,,High
SYNID0200122511,0.6737013024023919,1,-0.07715555949981523,,High
SYNID0104039607,0.6733602861285634,1,-0.07703201772033486,,High
SYNID0200168986,0.6733068825508567,1,-0.07701267092217057,,High
SYNID0200712083,0.670100433127428,1,-0.07585105343354814,,High
SYNID0200899960,0.6680942189561274,1,-0.07512425155409952,,High
SYNID0108752424,0.6669818505131938,1,-0.07472126792128064,,High
SYNID0108510239,0.6661285864895325,1,-0.07441215142468005,,High
SYNID0200765156,0.6658194838059944,1,-0.07430017115131149,,High
SYNID0200015370,0.6650424807711933,1,-0.0740186821287987,,High
SYNID0200106531,0.6649008777710577,1,-0.07396738285671378,,High
SYNID0200671571,0.6647141632598206,1,-0.07389974079754147,,High
SYNID0200185524,0.664402056550742,1,-0.07378667223986113,,High
SYNID0200900513,0.664374244422204,1,-0.07377659659211522,,High
SYNID0105758260,0.664006087676687,1,-0.07364322248958854,,High
SYNID0101285831,0.6639618957699727,1,-0.07362721285247409,,High
SYNID0200624138,0.6638868214234381,1,-0.07360001526961368,,High
SYNID0200430731,0.6605391641993744,1,-0.0723872416799316,,High
SYNID0108297552,0.6593970066966749,1,-0.071973466205975,,High
SYNID0200194018,0.6586659082411638,1,-0.07170860727958084,,High
SYNID0100340845,0.6585977481021684,1,-0.07168391454346423,,High
SYNID0200146837,0.6584324895201307,1,-0.07162404543789302,,High
SYNID0106194615,0.6581108405981462,1,-0.07150751997198557,,High
SYNID0200239996,0.6562552035013836,1,-0.0708352684502912,,High
SYNID0200259434,0.6533094102375371,1,-0.06976808025510328,,High
SYNID0200619086,0.6519038183018298,1,-0.06925886898781985,,High
SYNID0200136950,0.6501260444290727,1,-0.06861482539046215,,High
SYNID0107710538,0.6497357941473858,1,-0.06847344734506555,,High
SYNID0200854171,0.6485471698036254,1,-0.06804283808142775,,High
SYNID0200847447,0.6480985341781178,1,-0.06788030846695736,,High
SYNID0200935858,0.6472803702215767,1,-0.06758390785837942,,High
SYNID0109838009,0.6464455601859702,1,-0.06728147678619334,,High
SYNID0200057370,0.6461019772106867,1,-0.06715700515412393,,High
SYNID0200598140,0.6446142809839654,1,-0.06661804952859929,,High
SYNID0108229005,0.6445111666315158,1,-0.0665806937436434,,High
SYNID0200230798,0.6442189776368825,1,-0.06647484088232303,,High
SYNID0200333781,0.6436378745706801,1,-0.06626432158348095,,High
SYNID0200020394,0.6425211139320474,1,-0.06585974676656281,,High
SYNID0200917657,0.6421665023270706,1,-0.06573127973415005,,High
SYNID0107153762,0.6415954645472188,1,-0.06552440684013427,,High
SYNID0104723093,0.6406642061310992,1,-0.06518703490010391,,High
SYNID0200493584,0.6396882650635187,1,-0.06483347553824936,,High
SYNID0200914846,0.6385805234187464,1,-0.06443216808021157,,High
SYNID0200899840,0.6355447038595301,1,-0.06333236558012512,,High
SYNID0200816343,0.6332147083503583,1,-0.062488265713122826,,High
SYNID0200328575,0.6325800256485052,1,-0.062258335834668554,,High
SYNID0200108889,0.6318401573013396,1,-0.06199029979297521,,High
SYNID0200528587,0.6301488931918224,1,-0.06137759654771591,,High
SYNID0200426958,0.6298933921481311,1,-0.06128503482553671,,High
SYNID0200699141,0.6295467875229418,1,-0.06115946852428289,,High
SYNID0200566608,0.628447683550299,1,-0.06076129028167365,,High
SYNID0200609331,0.6266198682155842,1,-0.060099117897708054,,High
SYNID0200392454,0.6266151367090239,1,-0.06009740378965822,,High
SYNID0200637071,0.6264289336514065,1,-0.0600299470175093,,High
SYNID0200568454,0.6264017994610634,1,-0.060020116970039394,,High
SYNID0200591963,0.6255174377099766,1,-0.05969973453430688,,High
SYNID0200625391,0.623950214659667,1,-0.05913196830337564,,High
SYNID0200157921,0.6237005884072891,1,-0.05904153487309516,,High
SYNID0200873981,0.6234243798843774,1,-0.0589414713422699,,High
SYNID0200318536,0.6229619598399223,1,-0.058773947973024265,,High
SYNID0200300572,0.6221548653535288,1,-0.058481557560278286,,High
SYNID0106198344,0.6220872757878895,1,-0.058457071528806415,,High
SYNID0200640438,0.6212149465099857,1,-0.058141048161137965,,High
SYNID0200291936,0.618830114105034,1,-0.057277082240208776,,High
SYNID0200855353,0.617783808879528,1,-0.056898031680576056,,High
SYNID0200629168,0.6170330791341841,1,-0.056626060822389856,,High
SYNID0108767179,0.6168068524576202,1,-0.05654410448090841,,High
SYNID0200483554,0.6162425196515948,1,-0.056339660633426325,,High
SYNID0200363213,0.6158295837501725,1,-0.05619006414789707,,High
SYNID0200643591,0.6158121399547621,1,-0.05618374469134535,,High
SYNID0200719252,0.6156203842765173,1,-0.056114276341785785,,High
SYNID0200962987,0.6151839396536649,1,-0.05595616322669461,,High
SYNID0200440039,0.615170301426991,1,-0.05595122243377193,,High
SYNID0102109558,0.6140969974621816,1,-0.05556239089723791,,High
SYNID0200192127,0.6121943322449922,1,-0.054873102248200856,,High
SYNID0200639308,0.6121262128290338,1,-0.054848424265035445,,High
SYNID0200061993,0.6118768875241347,1,-0.054758099860598985,,High
SYNID0200637929,0.6094653578810996,1,-0.05388446218921927,,High
SYNID0200494373,0.6090067340481008,1,-0.05371831409369099,,High
SYNID0200366068,0.6081679735748301,1,-0.053414451875438806,,High
SYNID0106406171,0.6076507176072063,1,-0.05322706280461931,,High
SYNID0200460334,0.6071768673268041,1,-0.05305539854299646,,High
SYNID0200414389,0.6069126190369176,1,-0.05295966790940909,,High
SYNID0200898798,0.6067363341787831,1,-0.052895804256144485,,High
SYNID0104376482,0.6064422584872072,1,-0.052789267891086844,,High
SYNID0101925359,0.6063210704928464,1,-0.052745364471737055,,High
SYNID0200959519,0.6056246804895282,1,-0.052493079560942735,,High
SYNID0200221854,0.6044800704557717,1,-0.052078415595514405,,High
SYNID0200180264,0.6041598426869849,1,-0.051962404978335375,,High
SYNID0200263232,0.6038064180206293,1,-0.05183436794449059,,High
SYNID0101094714,0.6029804555607939,1,-0.05153514213064181,,High
SYNID0108774043,0.6028345652685851,1,-0.05148228967845225,,High
SYNID0200589412,0.6019315321999492,1,-0.05115514308519331,,High
SYNID0106084824,0.6014026666570885,1,-0.050963548151798155,,High
SYNID0200548484,0.6007654628843523,1,-0.05073270495158477,,High
SYNID0200752981,0.6007241879246055,1,-0.050717752052364284,,High
SYNID0200996396,0.6002637745464637,1,-0.05055095564879797,,High
SYNID0200076471,0.6001110013709877,1,-0.050495609697875254,,High
SYNID0200196792,0.5987155091822194,1,-0.04999005731963879,,Medium
SYNID0200674922,0.5983684956951129,1,-0.04986434289780339,,Medium
SYNID0200524333,0.5981872786960719,1,-0.049798692451617166,,Medium
SYNID0200000024,0.5973628898875446,1,-0.04950003673279846,,Medium
SYNID0200097286,0.5970303338707411,1,-0.04937955989563303,,Medium
SYNID0200467375,0.5952540916059083,1,-0.04873607116202505,,Medium
SYNID0200761591,0.5949064817476655,1,-0.048610140689645864,,Medium
SYNID0200856938,0.5942659581784203,1,-0.048378094809092276,,Medium
SYNID0200011095,0.5940204628372578,1,-0.04828915790599131,,Medium
SYNID0200639789,0.5935964703985819,1,-0.048135555909898375,,Medium
SYNID0200688182,0.5930698544304865,1,-0.04794477594191959,,Medium
SYNID0200509059,0.5923842285190267,1,-0.04769639059594,,Medium
SYNID0200673243,0.5922378944995401,1,-0.04764337739230917,,Medium
SYNID0200227795,0.5916887486835865,1,-0.04744443541650423,,Medium
SYNID0109878232,0.5916332587184703,1,-0.047424332771675015,,Medium
SYNID0100749403,0.5910401282836206,1,-0.04720945625401618,,Medium
SYNID0200943586,0.5908040719286056,1,-0.04712393886263544,,Medium
SYNID0200629884,0.5903143532678962,1,-0.04694652587847037,,Medium
SYNID0200850670,0.5887705517773026,1,-0.04638724470056321,,Medium
SYNID0200423958,0.5880375926419877,1,-0.04612171169579904,,Medium
SYNID0200061901,0.5870468275388252,1,-0.04576278195172101,,Medium
SYNID0200890882,0.586530097969303,1,-0.0455755835819418,,Medium
SYNID0200182606,0.5861895707987106,1,-0.04545221899249252,,Medium
SYNID0200724989,0.5851105742442217,1,-0.04506132517121486,,Medium
SYNID0200790891,0.5839850220205401,1,-0.04465356538001619,,Medium
SYNID0200177964,0.5837004759533663,1,-0.04455048136268136,,Medium
SYNID0200013887,0.5833976428921954,1,-0.04444077241875766,,Medium
SYNID0200781560,0.5833222274882708,1,-0.04441345127922236,,Medium
SYNID0200629967,0.5829999941809136,1,-0.04429671410491742,,Medium
SYNID0100068815,0.5827267802074371,1,-0.04419773542544492,,Medium
SYNID0200315339,0.5812197974369033,1,-0.04365179276110287,,Medium
SYNID0200577263,0.5808180900373046,1,-0.04350626408465674,,Medium
SYNID0200882034,0.579332149009371,1,-0.042967944324333374,,Medium
SYNID0200801153,0.5792612527464397,1,-0.04294226035804427,,Medium
SYNID0200241595,0.5790933509690771,1,-0.04288143368804287,,Medium
SYNID0105333878,0.5786524847509236,1,-0.042721718738102266,,Medium
SYNID0200892021,0.5785323867846583,1,-0.042678210209028844,,Medium
SYNID0200486637,0.5778416704766116,1,-0.04242798073800047,,Medium
SYNID0200437472,0.5777999966963723,1,-0.04241288335595872,,Medium
SYNID0200865084,0.5769460596875762,1,-0.04210352305345355,,Medium
SYNID0200160447,0.5762302269485843,1,-0.04184419451938537,,Medium
SYNID0200512009,0.5761458086157105,1,-0.04181361184089061,,Medium
SYNID0200345105,0.5744752259558026,1,-0.0412084009743916,,Medium
SYNID0200031915,0.5735025114569946,1,-0.0408560105187693,,Medium
SYNID0103066725,0.5731023982106662,1,-0.0407110593647082,,Medium
SYNID0200141350,0.5725382513434198,1,-0.04050668287825665,,Medium
SYNID0200828615,0.5713399916398556,1,-0.04007258296156957,,Medium
SYNID0200221305,0.5712045953607982,1,-0.040023532231344916,,Medium
SYNID0200756068,0.5706154737787954,1,-0.03981010802213114,,Medium
SYNID0109748867,0.5702039769241268,1,-0.039661032867724044,,Medium
SYNID0200559220,0.5699177698057217,1,-0.03955734709252412,,Medium
SYNID0200834607,0.5693235662681653,1,-0.03934208181623955,,Medium
SYNID0103769370,0.5685330297879156,1,-0.03905568996045594,,Medium
SYNID0200820259,0.5680476128062052,1,-0.038879835368423654,,Medium
SYNID0200096821,0.5670254542347294,1,-0.0385095325455892,,Medium
SYNID0200452952,0.5669873588366644,1,-0.03849573152309216,,Medium
SYNID0108508298,0.5656205480221093,1,-0.038000569698856124,,Medium
SYNID0200197523,0.5652958936037239,1,-0.03788295541578046,,Medium
SYNID0200413382,0.5648267935528134,1,-0.03771301204506339,,Medium
SYNID0200001811,0.5646039584269869,1,-0.037632284378708136,,Medium
SYNID0200736233,0.5645960570384604,1,-0.03762942190065699,,Medium
SYNID0200317409,0.5645567695403588,1,-0.03761518900973859,,Medium
SYNID0200527355,0.5639932574176497,1,-0.037411042475566925,,Medium
SYNID0107508468,0.5626963435879866,1,-0.036941202603849255,,Medium
SYNID0200458134,0.5609025506365598,1,-0.036291355689651916,,Medium
SYNID0200894351,0.560828289934956,1,-0.03626445287026858,,Medium
SYNID0108973630,0.5605776566596473,1,-0.036173654620434315,,Medium
SYNID0200605005,0.5603301630854991,1,-0.036083993806840464,,Medium
SYNID0200231662,0.560086826362172,1,-0.03599583891770497,,Medium
SYNID0200115228,0.5595124341076445,1,-0.03578775078030505,,Medium
SYNID0105359473,0.5584435353583467,1,-0.03540051514462694,,Medium
SYNID0200595145,0.5579979950526535,1,-0.03523910688813059,,Medium
SYNID0200608686,0.5577352275238416,1,-0.035143912697734314,,Medium
SYNID0200905796,0.5573114796816674,1,-0.03499039931291714,,Medium
SYNID0200045450,0.5564022529691899,1,-0.03466100891535795,,Medium
SYNID0107269072,0.5554716289311801,1,-0.03432386679485988,,Medium
SYNID0200608038,0.5549376718171285,1,-0.03413042731088589,,Medium
SYNID0200131696,0.5548444272709204,1,-0.034096647113137424,,Medium
SYNID0200048695,0.5547779922202722,1,-0.03407257933395258,,Medium
SYNID0107627137,0.554265345199545,1,-0.03388685997084151,,Medium
SYNID0101452404,0.5527128471674402,1,-0.033324428250581795,,Medium
SYNID0200665919,0.5523702046680566,1,-0.0332002973297193,,Medium
SYNID0200408886,0.5513954073884674,1,-0.032847152334024465,,Medium
SYNID0102087438,0.5511669634356714,1,-0.032764392728088065,,Medium
SYNID0109489167,0.5511090724876506,1,-0.03274342026641053,,Medium
SYNID0109392876,0.5510472371596583,1,-0.03272101885321943,,Medium
SYNID0104781878,0.5481199799026115,1,-0.03166054579581301,0.0,Medium
SYNID0200145132,0.5480205017311162,1,-0.031624507309473304,,Medium
SYNID0105162549,0.5476090051974204,1,-0.03147543227134675,,Medium
SYNID0200194769,0.5474583242814031,1,-0.03142084429438741,,Medium
SYNID0200505306,0.5465108119230896,1,-0.031077583952259236,,Medium
SYNID0200802524,0.5461117710287609,1,-0.030933021284861195,,Medium
SYNID0200641645,0.5458182201030077,1,-0.03082667502950953,,Medium
SYNID0200622869,0.5457784244687224,1,-0.030812258053392938,,Medium
SYNID0200758795,0.5452844936100262,1,-0.03063331909385736,,Medium
SYNID0104815928,0.5447820399465462,1,-0.030451292532497565,,Medium
SYNID0200234697,0.544458843081273,1,-0.03033420628494099,,Medium
SYNID0200106854,0.5439958711386048,1,-0.030166482976593967,,Medium
SYNID0200760873,0.5437926903655538,1,-0.03009287559716567,,Medium
SYNID0104884444,0.5432510678328688,1,-0.02989665912120887,,Medium
SYNID0200531195,0.5429592632775547,1,-0.029790945532765623,,Medium
SYNID0101776183,0.5429328984041358,1,-0.029781394189830057,,Medium
SYNID0200283802,0.5428228589482944,1,-0.029741529610831874,,Medium
SYNID0200815875,0.5420310469132114,1,-0.02945467565301374,,Medium
SYNID0200055861,0.5394917741740267,1,-0.02853475981069087,,Medium
SYNID0200981723,0.5393078021748187,1,-0.028468111295939513,,Medium
SYNID0200395109,0.5392524852225667,1,-0.02844807132940097,,Medium
SYNID0200922167,0.5391257776544021,1,-0.028402168304689113,,Medium
SYNID0200040092,0.5386254828010925,1,-0.028220923826973054,,Medium
SYNID0200911238,0.5383836525436443,1,-0.02813331469324487,,Medium
SYNID0200113383,0.53814084982199,1,-0.028045353259735895,,Medium
SYNID0200521745,0.537971880899603,1,-0.027984139989430057,,Medium
SYNID0105741656,0.5361574569678562,1,-0.027326818980250245,,Medium
SYNID0109403720,0.5356672299686048,1,-0.02714922183757762,,Medium
SYNID0200938648,0.5346261746946717,1,-0.026772073205827085,,Medium
SYNID0105920827,0.5344681560407372,1,-0.02671482694752103,,Medium
SYNID0104887545,0.5335983322608581,1,-0.026399711259949443,,Medium
SYNID0104623814,0.5335717602036036,1,-0.026390084859423735,,Medium
SYNID0200427464,0.5335381860565259,1,-0.026377921774571655,,Medium
SYNID0200959582,0.533427207818924,1,-0.0263377170981115,,Medium
SYNID0200907445,0.5328054702100963,1,-0.026112476907366067,,Medium
SYNID0200128512,0.5318772303869417,1,-0.025776198529065875,,Medium
SYNID0106096734,0.5314555898692633,1,-0.025623448575903263,,Medium
SYNID0105283322,0.5310312102151589,1,-0.025469706301217365,,Medium
SYNID0103020933,0.5308600966853557,1,-0.025407716092575083,,Medium
SYNID0200397490,0.5302953662474437,1,-0.02520312819287429,,Medium
SYNID0107548364,0.5301549984780385,1,-0.025152276414396657,,Medium
SYNID0200256082,0.5292355975051295,1,-0.024819200133391228,,Medium
SYNID0200405588,0.5290876938461961,1,-0.024765618288128732,,Medium
SYNID0200445263,0.5289948913534361,1,-0.02473199823543426,,Medium
SYNID0106205107,0.5288855647545792,1,-0.024692391906927735,,Medium
SYNID0108853100,0.5287273953837217,1,-0.02463509104760031,,Medium
SYNID0200795823,0.5285116748821238,1,-0.024556940834009056,,Medium
SYNID0200464712,0.5281165360345056,1,-0.024413791781828897,,Medium
SYNID0101007903,0.5276955246561894,1,-0.024261269750329606,,Medium
SYNID0200499729,0.5273504970685738,1,-0.02413627477086633,,Medium
SYNID0105411519,0.5273008116770629,1,-0.02411827497979324,,Medium
SYNID0200104376,0.5271167633976734,1,-0.024051598830614807,,Medium
SYNID0103228003,0.5269210105405404,1,-0.023980682401797293,,Medium
SYNID0200034787,0.5262412477543792,1,-0.023734421121407223,,Medium
SYNID0200608788,0.5262315041337106,1,-0.023730891248118557,,Medium
SYNID0200935823,0.5257325305387578,1,-0.02355012542969559,,Medium
SYNID0200619184,0.5257168981051181,1,-0.023544462184807657,,Medium
SYNID0200033166,0.5256762127248176,1,-0.023529722875669346,,Medium
SYNID0200488817,0.5256026613588578,1,-0.023503077031082897,,Medium
SYNID0200389404,0.5250922003833135,1,-0.023318149618188455,,Medium
SYNID0106046535,0.5242756563496546,1,-0.02302233586768987,,Medium
SYNID0200885757,0.5242544032251113,1,-0.023014636385210285,,Medium
SYNID0104442666,0.5228519189912417,1,-0.022506550961602367,,Medium
SYNID0200197281,0.52277666128438,1,-0.022479286951820887,,Medium
SYNID0200127739,0.5222618793780484,1,-0.022292794172345864,,Medium
SYNID0200332660,0.5221294851783518,1,-0.022244831021380196,,Medium
SYNID0200196476,0.522031078789932,1,-0.02220918081559642,,Medium
SYNID0200772161,0.5217679192225035,1,-0.022113844599285115,,Medium
